"","TXA_ITIS","TXA_Level","TXA_Name","TXA_Binomial","TXA_Parent","TXA_Author","TXA_Year","TXA_CAAB","USER","TXA_Time","TXA_Group","TXA_ReleaseDate","TXA_ExpReleaseDate","TXA_Created_At","TXA_Updated_At","TXA_WoRMsID"
"2304",159136,142,"Perophora",NA,159135,"Wiegmann, 1835",NA,NA,"ITIS",2004-01-29 10:54:24,NA,2099-01-01,2099-01-01,NA,NA,NA
"2305",159141,142,"Ecteinascidia",NA,159135,"Heardman, 1880",NA,NA,"ITIS",2003-11-07 11:46:23,NA,2099-01-01,2099-01-01,NA,NA,NA
"2306",159142,143,"turbinata","Ecteinascidia turbinata",159141,"Herdman, 1880&nbsp;",NA,NA,"ITIS",2003-11-07 11:46:23,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2307",159147,140,"Corellidae",NA,159109,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2308",159155,142,"Corella",NA,159147,"Alder and Hancock, 1870 1996-06-13",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2309",159173,140,"Ascidiidae",NA,159109,"Herdman, 1880",NA,NA,"ITIS",2001-09-11 15:27:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2310",159174,142,"Ascidia",NA,159173,"Linnaeus, 1767",NA,NA,"ITIS",2002-02-14 09:14:48,NA,2099-01-01,2099-01-01,NA,NA,NA
"2311",159195,143,"nigra","Phallusia nigra",-517,"Savigny, 1816&nbsp;",NA,NA,"ITIS",NA,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2312",159199,143,"sydneiensis","Ascidia sydneiensis",159174,"Stimpson, 1855",NA,NA,"ITIS",2002-02-14 09:16:18,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2313",159212,142,"Ascidiella",NA,159173,"",NA,NA,"ITIS",2001-09-11 15:27:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2314",159213,143,"aspersa","Ascidiella aspersa",159212,"M&uuml;ller, 1776",NA,NA,"ITIS",2001-09-11 15:49:55,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2315",159225,136,"Stolidobranchia",NA,158854,"Lahille",NA,NA,"ITIS",2001-05-23 17:11:51,NA,2099-01-01,2099-01-01,NA,NA,NA
"2316",159227,140,"Styelidae",NA,159225,"Sluiter, 1895",NA,NA,"ITIS",2001-05-23 17:11:51,NA,2099-01-01,2099-01-01,NA,NA,NA
"2317",159300,142,"Styela",NA,159227,"Fleming, 1822",NA,NA,"ITIS",2001-09-05 16:09:48,NA,2099-01-01,2099-01-01,NA,NA,NA
"2318",159337,143,"clava","Styela clava",159300,"Herdman, 1882",NA,NA,"ITIS",2001-09-05 16:09:48,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2319",159338,143,"plicata","Styela plicata",159300,"Lesueur, 1823",NA,NA,"ITIS",2001-09-11 16:11:52,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2320",159372,142,"Botryllus",NA,159227,"Gaertner, 1774",NA,NA,"ITIS",2001-05-23 17:11:51,NA,2099-01-01,2099-01-01,NA,NA,NA
"2321",159373,143,"schlosseri","Botryllus schlosseri",159372,"(Pallas, 1766)",NA,NA,"ITIS",2001-05-25 11:10:38,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2322",159376,143,"planus","Botryllus planus",159372,"(Van Name, 1902)&nbsp;",NA,NA,"ITIS",NA,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2323",159416,142,"Polyandrocarpa",NA,159227,"Michaelsen, 1904",NA,NA,"ITIS",2001-09-11 16:19:24,NA,2099-01-01,2099-01-01,NA,NA,NA
"2324",159423,143,"zorritensis","Polyandrocarpa zorritensis",159416,"Van Name, 1931",NA,NA,"ITIS",2001-09-11 16:19:24,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2325",159540,140,"Molgulidae",NA,159225,"Lacaze-duthiers, 1877",NA,NA,"ITIS",2001-09-11 16:05:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2326",159541,142,"Molgula",NA,159540,"Forbes and Hanley, 1848",NA,NA,"ITIS",2001-09-11 16:05:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2327",159557,143,"manhattensis","Molgula manhattensis",159541,"(De Kay, 1843)",NA,NA,"ITIS",2001-09-11 16:05:16,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2328",159564,143,"citrina","Molgula citrina",159541,"Alder and Hancock, 1848",NA,NA,"ITIS",NA,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2329",159620,142,"Bostrichobranchus",NA,159540,"Traustedt, 1883",NA,NA,"ITIS",2001-09-11 16:11:24,NA,2099-01-01,2099-01-01,NA,NA,NA
"2330",159621,143,"pilularis","Bostrichobranchus pilularis",159620,"(Verrill, 1871)",NA,NA,"ITIS",2001-09-11 16:11:24,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"2331",159693,207,"Agnatha",NA,331030,"",NA,NA,"ITIS",2001-09-05 14:18:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2332",159694,133,"Cephalaspidomorphi",NA,159693,"",NA,NA,"ITIS",2001-09-05 14:18:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2333",159695,134,"Cephalaspidomorpha",NA,159694,"",NA,NA,"ITIS",2001-09-05 14:18:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2334",159696,136,"Petromyzontiformes",NA,159695,"",NA,NA,"ITIS",2001-09-05 14:18:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2335",159697,140,"Petromyzontidae",NA,159696,"",NA,NA,"ITIS",2001-09-05 14:18:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2336",159721,142,"Petromyzon",NA,159697,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-05 14:18:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"2337",159722,143,"marinus","Petromyzon marinus",159721,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-05 14:18:16,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2338",159723,142,"Ichthyomyzon",NA,159697,"Girard, 1858",NA,NA,"ITIS",2001-09-11 16:17:33,NA,2099-01-01,2099-01-01,NA,NA,NA
"2339",159730,143,"unicuspis","Ichthyomyzon unicuspis",159723,"Hubbs and Trautman, 1937",NA,NA,"ITIS",2001-09-11 16:17:33,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2340",159785,133,"Chondrichthyes",NA,331030,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2341",159786,134,"Elasmobranchii",NA,159785,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2342",159929,140,"Hemiscylliidae",NA,551499,"Gill, 1862",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2343",159940,142,"Chiloscyllium",NA,159929,"M<fc>ller and Henle, 1837",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2344",159952,143,"punctatum","Chiloscyllium punctatum",159940,"M<fc>ller and Henle, 1838 2003-05-09",NA,NA,"ITIS",NA,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2345",161030,207,"Osteichthyes",NA,331030,"",NA,NA,NA,2001-05-23 17:05:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"2346",161061,133,"Actinopterygii",NA,161030,"",NA,NA,NA,2001-05-23 17:05:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"2347",161090,136,"Semionotiformes",NA,553120,"",NA,NA,"ITIS",2001-09-11 16:09:53,NA,2099-01-01,2099-01-01,NA,NA,NA
"2348",161092,140,"Lepisosteidae",NA,161090,"",NA,NA,"ITIS",2001-09-11 16:09:53,NA,2099-01-01,2099-01-01,NA,NA,NA
"2349",161093,142,"Lepisosteus",NA,161092,"Lac<e9>p<e8>de, 1803",NA,NA,"ITIS",2001-09-11 16:09:53,NA,2099-01-01,2099-01-01,NA,NA,NA
"2350",161094,143,"osseus","Lepisosteus osseus",161093,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 16:09:53,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2351",161100,136,"Amiiformes",NA,553120,"",NA,NA,"ITIS",2001-08-27 14:36:31,NA,2099-01-01,2099-01-01,NA,NA,NA
"2352",161102,140,"Amiidae",NA,161100,"",NA,NA,"ITIS",2001-08-27 14:36:31,NA,2099-01-01,2099-01-01,NA,NA,NA
"2353",161103,142,"Amia",NA,161102,"Linnaeus, 1766",NA,NA,"ITIS",2001-08-27 14:36:31,NA,2099-01-01,2099-01-01,NA,NA,NA
"2354",161104,143,"calva","Amia calva",161103,"Linnaeus, 1766",NA,NA,"ITIS",2001-08-27 14:36:31,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2355",161105,208,"Teleostei",NA,553120,"",NA,NA,NA,2001-05-23 17:05:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"2356",161106,135,"Elopomorpha",NA,161105,"",NA,NA,"ITIS",2001-09-11 15:26:55,NA,2099-01-01,2099-01-01,NA,NA,NA
"2357",161107,136,"Elopiformes",NA,161106,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2358",161114,140,"Megalopidae",NA,161107,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2359",161115,142,"Megalops",NA,161114,"Lacep<e8>de, 1803",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2360",161116,143,"atlanticus","Megalops atlanticus",161115,"Valenciennes, 1847",NA,NA,"ITIS",NA,"Fishes",2017-09-27,2099-01-01,NA,NA,NA
"2361",161123,136,"Anguilliformes",NA,161106,"",NA,NA,"ITIS",2001-09-11 15:26:55,NA,2099-01-01,2099-01-01,NA,NA,NA
"2362",161124,137,"Anguilloidei",NA,161123,"",NA,NA,"ITIS",2001-09-11 15:26:55,NA,2099-01-01,2099-01-01,NA,NA,NA
"2363",161125,140,"Anguillidae",NA,161124,"",NA,NA,"ITIS",2001-09-11 15:26:55,NA,2099-01-01,2099-01-01,NA,NA,NA
"2364",161126,142,"Anguilla",NA,161125,"Schrank, 1798",NA,NA,"ITIS",2006-09-08 10:55:44,NA,2099-01-01,2099-01-01,NA,NA,NA
"2365",161127,143,"rostrata","Anguilla rostrata",161126,"Lesueur, 1817 2003-05-09",NA,NA,"ITIS",2006-09-08 10:56:26,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2366",161128,143,"anguilla","Anguilla anguilla",161126,"Linnaeus, 1758 2004-04-09",NA,NA,"ITIS",2006-09-08 10:55:44,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2367",161693,135,"Clupeomorpha",NA,161105,"",NA,NA,"ITIS",2001-09-11 15:28:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"2368",161694,136,"Clupeiformes",NA,161693,"",NA,NA,"ITIS",2001-09-11 15:28:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"2369",161699,137,"Clupeoidei",NA,161694,"",NA,NA,"ITIS",2001-09-11 15:28:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"2370",161700,140,"Clupeidae",NA,161699,"",NA,NA,"ITIS",2001-09-11 15:28:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"2371",161701,142,"Alosa",NA,551155,"Linck, 1790",NA,NA,"ITIS",2001-09-11 16:13:43,NA,2099-01-01,2099-01-01,NA,NA,NA
"2372",161702,143,"sapidissima","Alosa sapidissima",161701,"Wilson in Rees, 1811",NA,NA,"ITIS",2001-09-11 16:13:43,"Fishes",2018-08-01,2099-01-01,NA,NA,NA
"2373",161736,142,"Dorosoma",NA,551156,"Rafinesque, 1820",NA,NA,"ITIS",2001-09-11 15:28:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"2374",161737,143,"cepedianum","Dorosoma cepedianum",161736,"Lesueur, 1818",NA,NA,"ITIS",2001-09-11 15:53:01,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2375",161738,143,"petenense","Dorosoma petenense",161736,"G<fc>nther, 1867",NA,NA,"ITIS",2001-09-11 16:10:58,"Fishes",2018-08-01,2099-01-01,NA,NA,NA
"2376",161928,135,"Protacanthopterygii",NA,161105,"",NA,NA,NA,2001-05-23 17:05:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"2377",161929,136,"Salmoniformes",NA,161928,"",NA,NA,NA,2001-05-23 17:07:05,NA,2099-01-01,2099-01-01,NA,NA,NA
"2378",161930,137,"Salmonoidei",NA,161929,"",NA,NA,"ITIS",2001-09-11 15:26:47,NA,2099-01-01,2099-01-01,NA,NA,NA
"2379",161931,140,"Salmonidae",NA,161929,"",NA,NA,NA,2001-05-23 17:07:05,NA,2099-01-01,2099-01-01,NA,NA,NA
"2380",161974,142,"Oncorhynchus",NA,161931,"Suckley, 1861",NA,NA,NA,2001-05-23 17:07:05,NA,2099-01-01,2099-01-01,NA,NA,NA
"2381",161975,143,"gorbuscha","Oncorhynchus gorbuscha",161974,"Walbaum in Artedi, 1792",NA,NA,"ITIS",2001-09-11 15:59:58,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2382",161976,143,"keta","Oncorhynchus keta",161974,"Walbaum in Artedi, 1792",NA,NA,"ITIS",2001-09-11 16:02:34,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2383",161977,143,"kisutch","Oncorhynchus kisutch",161974,"Walbaum in Artedi, 1792",NA,NA,"ITIS",2001-09-11 16:02:45,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2384",161978,143,"masou","Oncorhynchus masou",161974,"Brevoort, 1856",NA,NA,"ITIS",2001-09-11 16:06:11,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2385",161979,143,"nerka","Oncorhynchus nerka",161974,"Walbaum in Artedi, 1792",NA,NA,"ITIS",2001-09-11 16:08:43,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2386",161980,143,"tshawytscha","Oncorhynchus tshawytscha",161974,"Walbaum in Artedi, 1792",NA,NA,"ITIS",2001-09-11 16:17:08,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2387",161989,143,"mykiss","Oncorhynchus mykiss",161974,"Walbaum, 1792",NA,NA,"ITIS",2001-05-25 11:08:46,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2388",161994,142,"Salmo",NA,161931,"Linnaeus, 1758",NA,NA,"ITIS",2001-08-27 14:37:03,NA,2099-01-01,2099-01-01,NA,NA,NA
"2389",161996,143,"salar","Salmo salar",161994,"Linnaeus, 1758",NA,NA,"ITIS",2001-08-27 14:37:03,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2390",161997,143,"trutta","Salmo trutta",161994,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-05 15:45:16,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2391",161999,142,"Salvelinus",NA,161931,"Richardson, 1836",NA,NA,"ITIS",2001-09-11 16:08:10,NA,2099-01-01,2099-01-01,NA,NA,NA
"2392",162002,143,"namaycush","Salvelinus namaycush",161999,"Walbaum in Artedi, 1792",NA,NA,"ITIS",2001-09-11 16:08:10,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2393",162025,140,"Plecoglossidae",NA,161930,"",NA,NA,"ITIS",2001-09-11 15:26:47,NA,2099-01-01,2099-01-01,NA,NA,NA
"2394",162026,142,"Plecoglossus",NA,162025,"",NA,NA,"ITIS",2001-09-11 15:26:47,NA,2099-01-01,2099-01-01,NA,NA,NA
"2395",162027,143,"altivelis","Plecoglossus altivelis",162026,"Temminck and Schlegel, 1846",NA,NA,"ITIS",2001-09-11 15:48:01,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2396",162028,140,"Osmeridae",NA,553145,"",NA,NA,"ITIS",2001-09-11 16:07:42,NA,2099-01-01,2099-01-01,NA,NA,NA
"2397",162029,142,"Hypomesus",NA,162028,"Gill, 1862",NA,NA,"ITIS",2001-09-11 16:08:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"2398",162033,143,"nipponensis","Hypomesus nipponensis",162029,"McAllister 1963",NA,NA,"ITIS",2001-09-11 16:08:54,"Fishes",2018-08-01,2099-01-01,NA,NA,NA
"2399",162038,142,"Osmerus",NA,162028,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 16:07:42,NA,2099-01-01,2099-01-01,NA,NA,NA
"2400",162041,143,"mordax","Osmerus mordax",162038,"Mitchill, 1814",NA,NA,"ITIS",2001-09-11 16:07:42,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2401",162137,140,"Esocidae",NA,553131,"",NA,NA,NA,2001-05-23 17:05:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"2402",162138,142,"Esox",NA,162137,"Linnaeus, 1758",NA,NA,NA,2001-05-23 17:05:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"2403",162139,143,"lucius","Esox lucius",162138,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 16:04:39,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2404",162140,143,"americanus","Esox americanus",162138,"Gmelin, 1788",NA,NA,NA,2001-05-23 17:05:06,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2405",162141,211,"americanus","Esox americanus americanus",162140,"Gmelin, 1788",NA,NA,NA,2001-05-23 17:07:05,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2406",162142,211,"vermiculatus","Esox americanus vermiculatus",162140,"Lesueur, 1846",NA,NA,NA,2001-05-23 17:05:29,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2407",162144,143,"masquinongy","Esox masquinongy",162138,"Mitchill, 1824",NA,NA,"ITIS",2001-09-11 16:06:17,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2408",162146,140,"Umbridae",NA,553131,"",NA,NA,"ITIS",2001-09-11 16:03:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"2409",162147,142,"Umbra",NA,162146,"Kramer in Scopoli, 1777",NA,NA,"ITIS",2001-09-11 16:03:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"2410",162153,143,"limi","Umbra limi",162147,"Kirtland, 1840",NA,NA,"ITIS",2001-09-11 16:03:45,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2411",162835,137,"Channoidei",NA,167640,"",NA,NA,"ITIS",2006-09-06 16:10:44,NA,2099-01-01,2099-01-01,NA,NA,NA
"2412",162836,140,"Chanidae",NA,553171,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2413",162837,142,"Chanos",NA,162836,"Lacep<e8>de, 1803",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2414",162838,143,"chanos","Chanos chanos",162837,"Forssk<e5>l, 1775 2004-01-22",NA,NA,"ITIS",NA,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2415",162845,135,"Ostariophysi",NA,161105,"",NA,NA,"ITIS",2001-08-27 14:29:35,NA,2099-01-01,2099-01-01,NA,NA,NA
"2416",162846,136,"Cypriniformes",NA,162845,"",NA,NA,"ITIS",2001-09-11 15:26:56,NA,2099-01-01,2099-01-01,NA,NA,NA
"2417",162847,137,"Characoidei",NA,553129,"",NA,NA,"ITIS",2001-09-11 15:27:55,NA,2099-01-01,2099-01-01,NA,NA,NA
"2418",162848,140,"Characidae",NA,162847,"",NA,NA,"ITIS",2006-09-08 14:16:10,NA,2099-01-01,2099-01-01,NA,NA,NA
"2419",162860,142,"Hyphessobrycon",NA,162848,"Durbin in Eigenmann, 1908 2004-09-15",NA,NA,"ITIS",2006-09-08 14:34:57,NA,2099-01-01,2099-01-01,NA,NA,NA
"2420",163237,140,"Serrasalmidae",NA,162847,"",NA,NA,"ITIS",2001-09-11 15:27:55,NA,2099-01-01,2099-01-01,NA,NA,NA
"2421",163240,142,"Colossoma",NA,162848,"Eigenmann and Kennedy, 1903",NA,NA,"ITIS",2006-09-08 14:16:10,NA,2099-01-01,2099-01-01,NA,NA,NA
"2422",163279,142,"Piaractus",NA,163237,"",NA,NA,"ITIS",2001-09-11 15:27:55,NA,2099-01-01,2099-01-01,NA,NA,NA
"2423",163280,143,"brachypomus","Piaractus brachypomus",163279,"Cuvier, 1818",NA,NA,"ITIS",2001-09-11 15:51:39,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2424",163342,140,"Cyprinidae",NA,638796,"",NA,NA,"ITIS",2001-09-11 15:27:17,NA,2099-01-01,2099-01-01,NA,NA,NA
"2425",163343,142,"Cyprinus",NA,163342,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 15:28:09,NA,2099-01-01,2099-01-01,NA,NA,NA
"2426",163344,143,"carpio","Cyprinus carpio",163343,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 15:52:43,"Fishes",2019-01-01,2099-01-01,NA,NA,NA
"2427",163347,142,"Tinca",NA,163342,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"2428",163349,142,"Carassius",NA,163342,"Nilsson, 1832",NA,NA,"ITIS",2001-09-11 15:27:20,NA,2099-01-01,2099-01-01,NA,NA,NA
"2429",163350,143,"auratus","Carassius auratus",163349,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 15:50:14,"Fishes",2018-09-20,2099-01-01,NA,NA,NA
"2430",163367,142,"Notemigonus",NA,-907,"Rafinesque, 1819",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2431",163368,143,"crysoleucas","Notemigonus crysoleucas",163367,"Mitchill, 1814 2004-01-22",NA,NA,"ITIS",NA,"Fishes",2019-01-09,2099-01-01,NA,NA,NA
"2432",163391,142,"Nocomis",NA,163342,"Girard, 1856",NA,NA,"ITIS",2001-09-11 16:12:52,NA,2099-01-01,2099-01-01,NA,NA,NA
"2433",163398,143,"raneyi","Nocomis raneyi",163391,"Lachner and Jenkins, 1971",NA,NA,"ITIS",2001-09-11 16:12:52,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2434",163399,142,"Notropis",NA,-907,"Rafinesque, 1818",NA,NA,"ITIS",2001-09-11 15:27:17,NA,2099-01-01,2099-01-01,NA,NA,NA
"2435",163412,143,"atherinoides","Notropis atherinoides",163399,"Rafinesque, 1818",NA,NA,"ITIS",2001-09-11 15:50:03,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2436",163515,142,"Pimephales",NA,-907,"Rafinesque, 1820",NA,NA,"ITIS",2001-09-11 16:09:10,NA,2099-01-01,2099-01-01,NA,NA,NA
"2437",163516,143,"notatus","Pimephales notatus",163515,"Rafinesque, 1820",NA,NA,"ITIS",2001-09-11 16:09:10,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2438",163517,143,"promelas","Pimephales promelas",163515,"Rafinesque, 1820",NA,NA,"ITIS",2001-09-11 16:12:08,"Fishes",2019-01-08,2099-01-01,NA,NA,NA
"2439",163522,142,"Ptychocheilus",NA,-907,"Agassiz, 1855",NA,NA,"ITIS",2001-09-11 16:00:25,NA,2099-01-01,2099-01-01,NA,NA,NA
"2440",163524,143,"grandis","Ptychocheilus grandis",163522,"Ayres, 1854",NA,NA,"ITIS",2001-09-11 16:00:25,"Fishes",2019-01-09,2099-01-01,NA,NA,NA
"2441",163536,142,"Ctenopharyngodon",NA,-914,"Steindachner, 1866",NA,NA,"ITIS",2001-09-11 16:01:35,NA,2099-01-01,2099-01-01,NA,NA,NA
"2442",163537,143,"idella","Ctenopharyngodon idella",163536,"Valenciennes in Cuvier and Valenciennes, 1844",NA,NA,"ITIS",2001-09-11 16:01:35,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2443",163541,142,"Gila",NA,-907,"Baird and Girard, 1853",NA,NA,"ITIS",2006-09-08 14:22:27,NA,2099-01-01,2099-01-01,NA,NA,NA
"2444",163575,142,"Leuciscus",NA,-907,"Cuvier, 1816",NA,NA,"ITIS",2001-09-11 16:01:40,NA,2099-01-01,2099-01-01,NA,NA,NA
"2445",163576,143,"idus","Leuciscus idus",163575,"Linnaeus, 1758",NA,NA,"ITIS",2001-09-11 16:01:40,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2446",163612,142,"Scardinius",NA,-907,"Bonaparte, 1837",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"2447",163613,143,"erythrophthalmus","Scardinius erythrophthalmus",163612,"Linnaeus, 1758 2004-04-09",NA,NA,"ITIS",NA,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2448",163690,142,"Hypophthalmichthys",NA,-914,"Bleeker, 1859",NA,NA,"ITIS",2001-09-11 16:07:23,NA,2099-01-01,2099-01-01,NA,NA,NA
"2449",163691,143,"molitrix","Hypophthalmichthys molitrix",163690,"Valenciennes in Cuvier and Valenciennes, 1844",NA,NA,"ITIS",2001-09-11 16:07:23,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2450",163692,143,"nobilis","Hypophthalmichthys nobilis",163690,"Richardson, 1845",NA,NA,"ITIS",2001-09-11 16:09:05,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2451",163765,142,"Cyprinella",NA,-907,"Girard, 1856",NA,NA,"ITIS",2006-09-08 14:16:53,NA,2099-01-01,2099-01-01,NA,NA,NA
"2452",163792,143,"lutrensis","Cyprinella lutrensis",163765,"Baird and Girard, 1853 2001-06-11",NA,NA,"ITIS",2006-09-08 14:16:53,"Fishes",2018-09-24,2099-01-01,NA,NA,NA
"2453",163976,140,"Cobitidae",NA,-617,"",NA,NA,"ITIS",2001-09-11 15:26:56,NA,2099-01-01,2099-01-01,NA,NA,NA
"2454",163977,142,"Misgurnus",NA,163976,"Lacepede, 1803",NA,NA,"ITIS",2001-09-11 15:26:56,NA,2099-01-01,2099-01-01,NA,NA,NA
"2455",163978,143,"anguillicaudatus","Misgurnus anguillicaudatus",163977,"Cantor, 1842",NA,NA,"ITIS",2001-09-11 15:48:33,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2456",163992,136,"Siluriformes",NA,162845,"",NA,NA,"ITIS",2001-08-27 14:29:35,NA,2099-01-01,2099-01-01,NA,NA,NA
"2457",163995,140,"Ictaluridae",NA,163992,"",NA,NA,"ITIS",2001-08-27 14:29:35,NA,2099-01-01,2099-01-01,NA,NA,NA
"2458",163996,142,"Ictalurus",NA,163995,"Rafinesque, 1820",NA,NA,"ITIS",2001-09-11 14:12:35,NA,2099-01-01,2099-01-01,NA,NA,NA
"2459",163997,143,"furcatus","Ictalurus furcatus",163996,"Lesueur in Cuvier and Valenciennes, 1840",NA,NA,"ITIS",2001-09-11 14:12:35,"Fishes",2019-01-23,2099-01-01,NA,NA,NA
"2460",163998,143,"punctatus","Ictalurus punctatus",163996,"Rafinesque, 1818",NA,NA,"ITIS",2001-09-11 16:12:25,"Fishes",2019-01-23,2099-01-01,NA,NA,NA
"2461",164028,142,"Pylodictis",NA,163995,"Rafinesque, 1819",NA,NA,"ITIS",2001-09-11 16:09:41,NA,2099-01-01,2099-01-01,NA,NA,NA
"2462",164029,143,"olivaris","Pylodictis olivaris",164028,"Rafinesque, 1818",NA,NA,"ITIS",2001-09-11 16:09:41,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"2463",164034,142,"Ameiurus",NA,163995,"Rafinesque, 1820",NA,NA,"ITIS",2001-08-27 14:29:35,NA,2099-01-01,2099-01-01,NA,NA,NA
"2464",164037,143,"catus","Ameiurus catus",164034,"Linnaeus, 1758",NA,NA,"ITIS",2001-08-27 14:29:35,"Fishes",2019-01-10,2099-01-01,NA,NA,NA
